engine_no,LAST(recordings.time_in_cycles),LAST(recordings.operational_setting_1),LAST(recordings.operational_setting_2),LAST(recordings.operational_setting_3),LAST(recordings.sensor_measurement_1),LAST(recordings.sensor_measurement_2),LAST(recordings.sensor_measurement_3),LAST(recordings.sensor_measurement_4),LAST(recordings.sensor_measurement_5),LAST(recordings.sensor_measurement_6),LAST(recordings.sensor_measurement_7),LAST(recordings.sensor_measurement_8),LAST(recordings.sensor_measurement_9),LAST(recordings.sensor_measurement_10),LAST(recordings.sensor_measurement_11),LAST(recordings.sensor_measurement_12),LAST(recordings.sensor_measurement_13),LAST(recordings.sensor_measurement_14),LAST(recordings.sensor_measurement_15),LAST(recordings.sensor_measurement_16),LAST(recordings.sensor_measurement_17),LAST(recordings.sensor_measurement_18),LAST(recordings.sensor_measurement_19),LAST(recordings.sensor_measurement_20),LAST(recordings.sensor_measurement_21),MAX(recordings.operational_setting_1),MAX(recordings.operational_setting_2),MAX(recordings.operational_setting_3),MAX(recordings.sensor_measurement_1),MAX(recordings.sensor_measurement_2),MAX(recordings.sensor_measurement_3),MAX(recordings.sensor_measurement_4),MAX(recordings.sensor_measurement_5),MAX(recordings.sensor_measurement_6),MAX(recordings.sensor_measurement_7),MAX(recordings.sensor_measurement_8),MAX(recordings.sensor_measurement_9),MAX(recordings.sensor_measurement_10),MAX(recordings.sensor_measurement_11),MAX(recordings.sensor_measurement_12),MAX(recordings.sensor_measurement_13),MAX(recordings.sensor_measurement_14),MAX(recordings.sensor_measurement_15),MAX(recordings.sensor_measurement_16),MAX(recordings.sensor_measurement_17),MAX(recordings.sensor_measurement_18),MAX(recordings.sensor_measurement_19),MAX(recordings.sensor_measurement_20),MAX(recordings.sensor_measurement_21),MIN(recordings.operational_setting_1),MIN(recordings.operational_setting_2),MIN(recordings.operational_setting_3),MIN(recordings.sensor_measurement_1),MIN(recordings.sensor_measurement_2),MIN(recordings.sensor_measurement_3),MIN(recordings.sensor_measurement_4),MIN(recordings.sensor_measurement_5),MIN(recordings.sensor_measurement_6),MIN(recordings.sensor_measurement_7),MIN(recordings.sensor_measurement_8),MIN(recordings.sensor_measurement_9),MIN(recordings.sensor_measurement_10),MIN(recordings.sensor_measurement_11),MIN(recordings.sensor_measurement_12),MIN(recordings.sensor_measurement_13),MIN(recordings.sensor_measurement_14),MIN(recordings.sensor_measurement_15),MIN(recordings.sensor_measurement_16),MIN(recordings.sensor_measurement_17),MIN(recordings.sensor_measurement_18),MIN(recordings.sensor_measurement_19),MIN(recordings.sensor_measurement_20),MIN(recordings.sensor_measurement_21),RUL
197,59,25.0076,0.62,60.0,462.54,536.2,1262.9,1056.57,7.05,9.02,175.75,1915.24,8009.54,0.94,36.93,164.49,2028.11,7863.51,10.9222,0.02,310,1915,84.93,14.23,8.5297,42.0079,0.842,100.0,518.67,643.54,1595.79,1420.03,14.62,21.61,553.97,2388.17,9056.31,1.3,47.68,521.84,2388.18,8135.16,10.9369,0.03,395,2388,100.0,38.9,23.4712,0.0,0.0,60.0,445.0,536.2,1257.51,1046.76,3.91,5.71,138.07,1915.18,7995.88,0.94,36.67,130.04,2028.08,7863.51,8.4147,0.02,307,1915,84.93,10.43,6.2526,111
198,20,42.0009,0.8416,100.0,445.0,549.43,1350.04,1123.27,3.91,5.72,139.43,2212.04,8331.88,1.03,41.94,131.01,2388.07,8092.27,9.2609,0.02,329,2212,100.0,10.66,6.4761,42.0068,0.8416,100.0,518.67,642.38,1588.79,1408.36,14.62,21.61,558.92,2388.12,9071.35,1.3,47.39,525.99,2388.23,8150.42,10.8246,0.03,392,2388,100.0,39.34,23.5356,0.0005,0.0001,60.0,445.0,536.33,1257.85,1036.41,3.91,5.71,139.43,1915.43,8012.39,0.94,36.58,131.01,2028.32,7880.26,8.3251,0.02,305,1915,84.93,10.54,6.3445,144
199,119,42.0036,0.8407,100.0,445.0,550.06,1351.29,1121.23,3.91,5.72,138.72,2211.84,8324.51,1.02,42.28,130.76,2387.89,8076.48,9.3994,0.02,332,2212,100.0,10.53,6.2683,42.0078,0.8418,100.0,518.67,643.15,1595.42,1412.5,14.62,21.61,554.59,2388.14,9054.63,1.3,47.65,522.32,2388.19,8135.63,10.9164,0.03,395,2388,100.0,39.11,23.4653,0.0,0.0,60.0,445.0,535.88,1253.88,1042.0,3.91,5.71,137.87,1915.14,7999.3,0.94,36.37,130.02,2028.08,7864.6,8.4027,0.02,305,1915,84.93,10.41,6.2154,57
200,73,10.0032,0.25,100.0,489.05,604.52,1496.93,1294.98,10.52,15.47,395.76,2318.73,8773.22,1.26,44.98,371.79,2387.99,8131.1,8.6034,0.03,366,2319,100.0,28.62,17.1951,42.0073,0.842,100.0,518.67,642.3,1588.78,1400.98,14.62,21.59,554.59,2388.02,9060.76,1.3,47.12,522.73,2388.09,8141.26,10.8793,0.03,393,2388,100.0,39.17,23.4149,0.0002,0.0,60.0,445.0,536.13,1248.09,1032.5,3.91,5.69,137.6,1915.29,7995.77,0.94,36.16,129.74,2028.17,7866.69,8.3564,0.02,304,1915,84.93,10.36,6.1766,152
201,48,35.0042,0.84,100.0,449.44,555.41,1356.54,1127.2,5.48,8.0,195.05,2223.15,8355.63,1.02,41.67,182.9,2388.31,8084.77,9.2766,0.02,333,2223,100.0,15.01,8.9864,42.0072,0.8419,100.0,518.67,642.75,1585.89,1406.31,14.62,21.61,554.71,2388.04,9074.8,1.3,47.37,522.64,2388.34,8156.77,10.8854,0.03,393,2388,100.0,39.08,23.4305,0.0006,0.0,60.0,445.0,535.96,1254.77,1035.76,3.91,5.71,138.15,1915.5,8017.25,0.94,36.39,130.27,2028.45,7880.68,8.3564,0.02,305,1915,84.93,10.52,6.27,330
202,119,0.0003,0.0,100.0,518.67,641.68,1586.18,1403.71,14.62,21.59,555.72,2388.05,9060.82,1.3,47.08,523.28,2388.03,8145.85,8.3697,0.03,390,2388,100.0,39.21,23.5077,42.0079,0.842,100.0,518.67,642.51,1592.96,1405.15,14.62,21.59,556.06,2388.07,9064.68,1.3,47.36,523.94,2388.14,8148.01,10.868,0.03,392,2388,100.0,39.33,23.5347,0.0003,0.0,60.0,445.0,536.08,1250.6,1034.11,3.91,5.7,137.96,1915.27,7996.72,0.94,36.4,130.06,2028.21,7867.12,8.3407,0.02,304,1915,84.93,10.35,6.2646,122
203,171,42.0054,0.84,100.0,445.0,549.42,1353.4,1124.43,3.91,5.71,139.36,2212.0,8336.69,1.03,41.88,132.15,2388.18,8094.61,9.3037,0.02,331,2212,100.0,10.67,6.3833,42.0073,0.842,100.0,518.67,642.81,1593.08,1415.14,14.62,21.61,558.8,2388.18,9073.57,1.31,47.55,526.58,2388.27,8153.97,10.8267,0.03,394,2388,100.0,39.39,23.6615,0.0003,0.0,60.0,445.0,536.11,1250.87,1031.69,3.91,5.71,138.81,1915.38,8009.62,0.94,36.42,130.88,2028.29,7872.82,8.3131,0.02,305,1915,84.93,10.5,6.2814,153
204,13,20.0058,0.7002,100.0,491.19,606.94,1484.78,1249.71,9.35,13.66,334.62,2323.99,8732.83,1.08,44.23,315.0,2388.08,8070.01,9.1697,0.02,363,2324,100.0,24.41,14.7908,42.005,0.8403,100.0,518.67,642.45,1586.79,1405.31,14.62,21.61,554.71,2388.02,9065.59,1.3,47.3,522.08,2388.34,8145.01,10.8797,0.03,392,2388,100.0,39.04,23.338,0.0002,0.0001,60.0,445.0,536.98,1260.35,1047.5,3.91,5.71,138.46,1915.48,8016.44,0.94,36.44,130.59,2028.43,7882.54,8.4097,0.02,306,1915,84.93,10.56,6.3538,198
205,21,42.0059,0.84,100.0,445.0,549.6,1355.44,1137.43,3.91,5.71,138.48,2211.78,8308.53,1.02,42.05,130.3,2387.81,8082.11,9.389,0.02,329,2212,100.0,10.55,6.3499,42.0067,0.8419,100.0,518.67,642.75,1592.26,1404.42,14.62,21.61,553.75,2388.09,9049.77,1.3,47.59,521.19,2388.18,8130.71,10.91,0.03,394,2388,100.0,38.65,23.2801,0.0015,0.0004,60.0,445.0,536.69,1260.79,1048.34,3.91,5.71,138.09,1915.23,8001.69,0.94,36.65,129.96,2028.12,7863.53,8.4542,0.02,307,1915,84.93,10.47,6.339,221
206,221,25.0008,0.62,60.0,462.54,537.26,1271.99,1053.2,7.05,9.03,174.91,1915.55,8020.66,0.94,36.89,164.56,2028.38,7886.76,10.991,0.02,306,1915,84.93,14.33,8.4853,42.008,0.842,100.0,518.67,643.39,1591.23,1416.9,14.62,21.61,555.15,2388.15,9078.24,1.3,47.76,522.94,2388.28,8154.29,10.991,0.03,396,2388,100.0,39.26,23.5713,0.0001,0.0,60.0,445.0,536.04,1251.6,1032.85,3.91,5.71,137.63,1915.33,8005.83,0.94,36.41,130.17,2028.22,7873.66,8.3563,0.02,304,1915,84.93,10.42,6.2278,42
207,54,25.0002,0.62,60.0,462.54,536.72,1255.69,1042.02,7.05,9.03,176.61,1915.37,8012.3,0.94,36.51,165.26,2028.21,7873.49,10.8389,0.02,307,1915,84.93,14.23,8.674,42.0065,0.8419,100.0,518.67,642.59,1591.34,1401.49,14.62,21.61,556.71,2388.09,9062.93,1.3,47.46,524.12,2388.12,8143.46,10.8466,0.03,393,2388,100.0,39.31,23.5869,0.0001,0.0,60.0,445.0,536.15,1250.51,1036.1,3.91,5.71,138.97,1915.29,8001.5,0.94,36.49,130.62,2028.2,7869.26,8.3269,0.02,305,1915,84.93,10.47,6.351,325
208,9,10.0048,0.25,100.0,489.05,604.61,1499.02,1305.13,10.52,15.49,394.75,2318.83,8787.54,1.26,45.11,372.03,2388.01,8138.63,8.6086,0.03,369,2319,100.0,28.67,17.1988,42.0034,0.8415,100.0,518.67,641.72,1587.51,1400.33,14.62,21.61,554.21,2387.93,9064.75,1.3,47.22,521.99,2388.18,8147.46,10.8645,0.03,393,2388,100.0,39.12,23.3986,0.002,0.0012,60.0,445.0,536.37,1256.5,1039.49,3.91,5.72,139.12,1915.37,8005.9,0.94,36.48,130.36,2028.25,7875.22,8.4106,0.02,306,1915,84.93,10.59,6.4783,281
209,24,42.0071,0.84,100.0,445.0,549.63,1351.54,1118.31,3.91,5.72,138.62,2211.85,8313.1,1.02,42.24,130.5,2387.94,8075.06,9.3537,0.02,331,2212,100.0,10.72,6.271,42.0071,0.8417,100.0,518.67,642.96,1587.93,1406.08,14.62,21.61,554.22,2388.12,9057.06,1.3,47.53,522.08,2388.14,8137.34,10.8891,0.03,394,2388,100.0,39.0,23.4103,0.0003,0.0,60.0,445.0,536.44,1259.88,1041.17,3.91,5.71,138.36,1915.26,8000.24,0.94,36.69,130.2,2028.11,7871.44,8.4408,0.02,306,1915,84.93,10.33,6.271,137
210,103,10.0006,0.2516,100.0,489.05,605.0,1502.85,1304.28,10.52,15.49,394.43,2318.95,8795.65,1.26,45.53,371.8,2388.09,8144.92,8.6393,0.03,370,2319,100.0,28.67,17.1932,42.0073,0.842,100.0,518.67,643.07,1596.68,1411.99,14.62,21.61,554.47,2388.1,9081.29,1.3,47.61,522.09,2388.39,8158.04,10.9416,0.03,394,2388,100.0,39.13,23.4241,0.0001,0.0,60.0,445.0,536.28,1254.46,1037.4,3.91,5.71,138.05,1915.34,8008.75,0.94,36.5,130.3,2028.28,7875.03,8.3907,0.02,306,1915,84.93,10.4,6.2165,64
211,54,0.0017,0.0018,100.0,518.67,642.68,1596.26,1408.57,14.62,21.61,553.0,2388.12,9059.52,1.3,47.68,521.24,2388.12,8137.05,8.4204,0.03,395,2388,100.0,38.6,23.3054,42.0064,0.8418,100.0,518.67,643.46,1597.27,1413.32,14.62,21.61,553.92,2388.14,9071.04,1.3,47.68,521.72,2388.21,8146.74,10.9252,0.03,395,2388,100.0,38.91,23.384,0.0,0.0,60.0,445.0,536.02,1251.8,1047.98,3.91,5.71,137.96,1915.37,8008.91,0.94,36.71,130.07,2028.24,7872.89,8.4011,0.02,306,1915,84.93,10.43,6.2577,92
212,42,0.0015,0.0,100.0,518.67,641.9,1593.34,1399.28,14.62,21.61,554.24,2388.06,9061.91,1.3,47.26,522.07,2388.01,8137.75,8.4309,0.03,392,2388,100.0,38.93,23.4649,42.008,0.8419,100.0,518.67,642.69,1593.34,1404.78,14.62,21.61,554.78,2388.09,9064.0,1.3,47.42,522.6,2388.12,8145.73,10.8638,0.03,394,2388,100.0,39.16,23.48,0.0,0.0,60.0,445.0,536.28,1258.49,1042.87,3.91,5.71,138.3,1915.37,8008.14,0.94,36.49,130.32,2028.33,7875.01,8.3799,0.02,305,1915,84.93,10.34,6.3557,187
213,26,42.0063,0.8412,100.0,445.0,549.65,1352.17,1134.32,3.91,5.71,138.19,2211.75,8311.93,1.02,42.21,129.92,2387.89,8076.65,9.3923,0.02,330,2212,100.0,10.63,6.2182,42.0067,0.8416,100.0,518.67,642.84,1593.25,1405.53,14.62,21.61,553.1,2388.13,9055.93,1.3,47.59,521.56,2388.18,8133.3,10.9161,0.03,392,2388,100.0,38.96,23.2015,0.0,0.0,60.0,445.0,536.3,1256.35,1051.51,3.91,5.71,137.65,1915.25,8001.17,0.94,36.82,129.85,2028.1,7866.75,8.4142,0.02,306,1915,84.93,10.41,6.2182,171
214,13,25.0021,0.62,60.0,462.54,537.39,1254.08,1050.77,7.05,9.03,175.75,1915.17,8004.69,0.94,36.68,164.02,2028.13,7865.34,10.8588,0.02,305,1915,84.93,14.43,8.5214,42.0,0.8405,100.0,518.67,642.84,1596.1,1401.07,14.62,21.61,553.89,2388.13,9051.12,1.3,47.52,521.52,2388.12,8127.76,10.9137,0.03,393,2388,100.0,39.14,23.4277,0.0009,0.0,60.0,445.0,536.45,1254.08,1047.09,3.91,5.71,138.33,1915.17,7999.0,0.94,36.46,131.34,2028.07,7862.58,8.4018,0.02,305,1915,84.93,10.75,6.3355,115
215,308,42.0002,0.84,100.0,445.0,550.21,1359.47,1127.95,3.91,5.72,138.63,2212.37,8348.7,1.02,42.28,130.49,2388.49,8113.67,9.3999,0.02,332,2212,100.0,10.47,6.2521,42.008,0.842,100.0,518.67,643.1,1599.75,1417.32,14.62,21.61,555.18,2388.16,9088.76,1.3,47.76,522.7,2388.51,8160.34,10.9419,0.03,396,2388,100.0,39.18,23.5236,0.0,0.0,60.0,445.0,536.03,1248.8,1033.25,3.91,5.71,137.81,1915.27,8000.51,0.94,36.39,129.74,2028.17,7867.22,8.3634,0.02,304,1915,84.93,10.26,6.2157,53
216,104,42.002,0.84,100.0,445.0,549.87,1347.75,1124.89,3.91,5.71,138.95,2211.81,8315.54,1.02,42.09,130.75,2387.93,8085.8,9.3583,0.02,331,2212,100.0,10.66,6.3506,42.0073,0.842,100.0,518.67,642.96,1593.95,1414.31,14.62,21.61,554.33,2388.13,9057.83,1.3,47.57,522.7,2388.16,8142.11,10.9322,0.03,394,2388,100.0,39.14,23.4053,0.0004,0.0,60.0,445.0,536.14,1251.83,1041.13,3.91,5.71,137.37,1915.24,8002.83,0.94,36.44,129.74,2028.11,7869.45,8.3909,0.02,305,1915,84.93,10.44,6.27,140
217,27,42.0071,0.8418,100.0,445.0,549.62,1351.81,1118.23,3.91,5.71,138.56,2212.01,8329.86,1.02,41.96,130.53,2388.13,8086.68,9.3673,0.02,330,2212,100.0,10.61,6.3754,42.008,0.842,100.0,518.67,642.21,1590.93,1413.19,14.62,21.61,553.98,2388.07,9064.01,1.3,47.44,522.36,2388.16,8143.3,10.9045,0.03,393,2388,100.0,38.9,23.3723,0.001,0.0,60.0,445.0,536.54,1253.69,1040.35,3.91,5.71,138.2,1915.4,8011.88,0.94,36.7,130.12,2028.28,7876.35,8.3963,0.02,306,1915,84.93,10.5,6.2272,173
218,209,25.0069,0.6218,60.0,462.54,537.6,1269.32,1059.47,7.05,9.03,174.98,1915.23,8010.75,0.94,36.94,164.39,2028.1,7869.46,10.9784,0.02,308,1915,84.93,14.36,8.5256,42.0079,0.8419,100.0,518.67,643.66,1596.64,1421.72,14.62,21.61,554.87,2388.22,9066.28,1.3,47.86,522.62,2388.26,8144.66,10.9784,0.03,396,2388,100.0,39.19,23.505,0.0003,0.0,60.0,445.0,536.18,1253.04,1042.4,3.91,5.71,137.69,1915.21,8004.2,0.94,36.53,130.08,2028.1,7865.1,8.3834,0.02,305,1915,84.93,10.31,6.232,27
219,96,0.0021,0.0,100.0,518.67,642.26,1582.28,1400.69,14.62,21.6,556.83,2388.15,9067.47,1.3,47.32,525.15,2388.12,8144.84,8.3645,0.03,391,2388,100.0,39.04,23.4207,42.0078,0.842,100.0,518.67,642.64,1588.82,1407.6,14.62,21.6,557.25,2388.15,9069.01,1.3,47.54,525.15,2388.18,8149.85,10.849,0.03,394,2388,100.0,39.32,23.5803,0.0003,0.0,60.0,445.0,536.25,1249.86,1033.53,3.91,5.7,138.69,1915.34,7998.84,0.94,36.36,130.51,2028.25,7872.09,8.343,0.02,304,1915,84.93,10.3,6.2487,94
220,16,42.006,0.84,100.0,445.0,549.25,1348.95,1127.4,3.91,5.72,139.67,2211.85,8317.94,1.02,41.9,130.71,2387.92,8081.23,9.3819,0.02,330,2212,100.0,10.59,6.328,42.0077,0.8418,100.0,518.67,642.34,1588.36,1402.23,14.62,21.61,554.8,2388.02,9060.64,1.3,47.38,522.48,2388.13,8134.87,10.8645,0.03,393,2388,100.0,39.03,23.5419,0.0001,0.0,60.0,445.0,536.64,1261.52,1047.85,3.91,5.71,138.5,1915.24,8006.37,0.94,36.66,130.37,2028.17,7869.05,8.3657,0.02,306,1915,84.93,10.59,6.3008,186
221,39,0.002,0.0,100.0,518.67,642.65,1586.05,1394.09,14.62,21.6,556.49,2388.09,9066.56,1.3,47.02,524.2,2388.04,8145.11,8.3933,0.03,390,2388,100.0,39.12,23.4854,42.0072,0.8412,100.0,518.67,642.65,1590.94,1402.82,14.62,21.6,556.91,2388.09,9066.56,1.3,47.38,524.7,2388.17,8149.1,10.8364,0.03,393,2388,100.0,39.22,23.5948,0.0,0.0,60.0,445.0,536.16,1252.34,1046.26,3.91,5.7,138.74,1915.37,8004.21,0.94,36.5,130.63,2028.29,7873.25,8.345,0.02,305,1915,84.93,10.59,6.3187,235
222,29,0.0029,0.0017,100.0,518.67,641.65,1584.38,1403.54,14.62,21.61,554.05,2388.05,9043.03,1.3,47.38,522.39,2388.08,8133.89,8.4233,0.03,394,2388,100.0,39.01,23.5138,42.0071,0.8417,100.0,518.67,642.68,1592.15,1403.54,14.62,21.61,554.87,2388.08,9053.71,1.3,47.44,522.55,2388.12,8136.06,10.8889,0.03,394,2388,100.0,39.08,23.5138,0.0007,0.0,60.0,445.0,536.13,1254.68,1040.74,3.91,5.71,138.22,1915.24,7999.38,0.94,36.56,130.01,2028.14,7866.4,8.3675,0.02,304,1915,84.93,10.45,6.3347,173
223,68,19.9983,0.7,100.0,491.19,607.63,1486.25,1246.21,9.35,13.65,334.84,2323.91,8721.54,1.08,44.23,315.53,2388.09,8063.47,9.2092,0.02,364,2324,100.0,24.65,14.6522,42.0069,0.8419,100.0,518.67,643.12,1590.83,1405.86,14.62,21.61,554.6,2388.07,9061.69,1.3,47.45,522.74,2388.13,8139.13,10.9093,0.03,393,2388,100.0,39.09,23.4897,0.0001,0.0,60.0,445.0,536.43,1256.37,1035.89,3.91,5.71,138.28,1915.26,8006.42,0.94,36.44,130.25,2028.17,7866.81,8.3821,0.02,305,1915,84.93,10.47,6.2861,179
224,86,10.0074,0.25,100.0,489.05,604.37,1495.72,1295.23,10.52,15.47,394.85,2318.75,8770.04,1.26,45.1,372.19,2387.99,8128.15,8.5971,0.03,368,2319,100.0,28.59,17.1909,42.0076,0.842,100.0,518.67,642.3,1585.72,1403.47,14.62,21.59,554.28,2388.03,9057.6,1.3,47.24,522.32,2388.08,8138.47,10.8696,0.03,392,2388,100.0,39.16,23.4821,0.0003,0.0,60.0,445.0,535.99,1248.2,1034.88,3.91,5.7,137.94,1915.26,7995.47,0.94,36.22,129.63,2028.18,7867.14,8.3657,0.02,305,1915,84.93,10.52,6.329,182
225,185,0.0021,0.0005,100.0,518.67,642.53,1576.18,1397.96,14.62,21.57,549.9,2387.33,9042.83,1.3,47.21,518.29,2387.28,8118.2,8.4192,0.03,389,2388,100.0,38.69,23.2726,42.0079,0.8419,100.0,518.67,642.62,1585.85,1405.85,14.62,21.58,552.68,2388.01,9042.98,1.3,47.26,519.73,2388.05,8131.13,10.9026,0.03,392,2388,100.0,39.06,23.4051,0.0002,0.0,60.0,445.0,535.63,1246.26,1024.42,3.91,5.69,136.31,1915.12,7989.49,0.93,36.16,128.54,2028.0,7858.06,8.3672,0.02,302,1915,84.93,10.37,6.2062,233
226,192,41.9989,0.8407,100.0,445.0,550.72,1365.76,1138.5,3.91,5.72,138.38,2212.44,8361.29,1.02,42.6,130.26,2388.62,8116.45,9.4232,0.02,332,2212,100.0,10.37,6.2443,42.008,0.8419,100.0,518.67,643.69,1598.25,1424.34,14.62,21.61,555.19,2388.14,9085.0,1.3,47.79,522.7,2388.62,8162.14,11.0002,0.03,395,2388,100.0,39.13,23.4647,0.0001,0.0,60.0,445.0,535.88,1251.85,1036.02,3.91,5.71,137.93,1915.45,8010.81,0.94,36.41,129.93,2028.33,7870.39,8.3625,0.02,305,1915,84.93,10.27,6.2208,2
227,103,41.9995,0.84,100.0,445.0,548.9,1350.26,1109.16,3.91,5.71,139.77,2211.94,8320.19,1.02,41.82,130.47,2388.13,8082.15,9.3334,0.02,328,2212,100.0,10.61,6.41,42.0063,0.8417,100.0,518.67,642.7,1595.05,1403.35,14.62,21.6,555.11,2388.04,9067.44,1.3,47.23,523.1,2388.13,8140.56,10.8968,0.03,392,2388,100.0,39.24,23.5668,0.0004,0.0,60.0,445.0,535.95,1249.55,1030.19,3.91,5.7,138.23,1915.27,7997.42,0.93,36.24,129.69,2028.1,7865.24,8.3643,0.02,304,1915,84.93,10.4,6.2813,184
228,75,20.0066,0.702,100.0,491.19,606.83,1484.61,1239.35,9.35,13.65,335.28,2323.89,8722.93,1.08,44.07,315.74,2388.02,8060.46,9.1589,0.02,365,2324,100.0,24.5,14.7346,42.0058,0.8419,100.0,518.67,642.45,1585.99,1405.05,14.62,21.61,555.35,2388.09,9060.47,1.3,47.32,523.52,2388.08,8140.72,10.8744,0.03,393,2388,100.0,39.18,23.4873,0.0008,0.0,60.0,445.0,536.17,1251.25,1030.89,3.91,5.71,138.37,1915.28,8003.11,0.94,36.31,130.42,2028.15,7869.86,8.3543,0.02,305,1915,84.93,10.52,6.303,204
229,74,10.0005,0.25,100.0,489.05,604.64,1498.12,1303.9,10.52,15.49,394.55,2318.85,8777.42,1.26,45.26,372.0,2388.09,8126.55,8.6389,0.03,367,2319,100.0,28.76,17.2491,42.0076,0.8417,100.0,518.67,642.7,1589.53,1407.64,14.62,21.61,554.66,2388.12,9062.06,1.3,47.43,522.59,2388.12,8140.84,10.9119,0.03,393,2388,100.0,39.2,23.5091,0.0,0.0,60.0,445.0,535.98,1254.3,1033.81,3.91,5.71,138.07,1915.27,8005.48,0.94,36.56,130.25,2028.13,7870.07,8.3768,0.02,305,1915,84.93,10.44,6.2645,206
230,53,42.0013,0.8403,100.0,445.0,549.5,1352.51,1112.24,3.91,5.7,137.98,2211.98,8315.43,1.02,41.87,130.37,2388.08,8086.33,9.274,0.02,327,2212,100.0,10.63,6.3608,42.0073,0.8417,100.0,518.67,642.45,1593.62,1401.49,14.62,21.59,555.69,2388.12,9060.45,1.3,47.37,523.36,2388.13,8140.9,10.869,0.03,393,2388,100.0,39.23,23.5452,0.0004,0.0,60.0,445.0,536.33,1252.33,1036.6,3.91,5.7,137.83,1915.29,8000.74,0.94,36.35,130.13,2028.18,7868.51,8.3648,0.02,304,1915,84.93,10.44,6.3223,197
231,131,9.999,0.25,100.0,489.05,605.09,1506.04,1301.4,10.52,15.49,394.4,2318.99,8773.23,1.26,45.43,372.08,2388.12,8127.07,8.7066,0.03,370,2319,100.0,28.54,17.116,42.0079,0.842,100.0,518.67,643.1,1591.24,1409.26,14.62,21.61,555.01,2388.12,9058.65,1.3,47.58,522.91,2388.14,8142.29,10.9136,0.03,394,2388,100.0,39.15,23.523,0.0001,0.0,60.0,445.0,535.95,1253.01,1037.55,3.91,5.71,137.84,1915.23,8003.21,0.94,36.43,130.08,2028.11,7862.57,8.3689,0.02,304,1915,84.93,10.32,6.2353,63
232,34,42.006,0.84,100.0,445.0,549.88,1349.76,1122.89,3.91,5.72,138.73,2211.89,8312.01,1.02,42.14,130.7,2387.95,8078.63,9.3732,0.02,329,2212,100.0,10.83,6.3374,42.0062,0.8417,100.0,518.67,642.59,1586.37,1406.14,14.62,21.61,554.13,2388.01,9057.36,1.3,47.38,522.25,2388.11,8139.85,10.8896,0.03,393,2388,100.0,38.98,23.3639,0.0018,0.0009,60.0,445.0,536.1,1260.23,1041.57,3.91,5.71,137.61,1915.29,8000.12,0.94,36.48,130.26,2028.16,7865.85,8.3675,0.02,305,1915,84.93,10.55,6.3146,239
233,60,10.0052,0.2515,100.0,489.05,604.52,1499.04,1308.3,10.52,15.49,394.55,2318.86,8784.12,1.26,45.41,371.66,2388.1,8138.28,8.6238,0.03,370,2319,100.0,28.83,17.2051,42.0079,0.842,100.0,518.67,642.77,1593.78,1410.73,14.62,21.61,554.41,2388.1,9068.95,1.3,47.47,522.37,2388.19,8146.13,10.9109,0.03,394,2388,100.0,39.07,23.428,0.0002,0.0,60.0,445.0,536.24,1257.26,1040.52,3.91,5.71,137.81,1915.32,8006.9,0.94,36.49,130.29,2028.3,7872.19,8.3958,0.02,305,1915,84.93,10.44,6.3241,229
234,74,0.0027,0.0016,100.0,518.67,642.62,1591.7,1403.45,14.62,21.61,553.11,2388.17,9047.9,1.3,47.45,521.3,2388.12,8123.58,8.4421,0.03,394,2388,100.0,38.85,23.4215,42.0058,0.8415,100.0,518.67,643.29,1593.06,1413.16,14.62,21.61,554.32,2388.17,9054.21,1.3,47.67,521.95,2388.19,8133.83,10.941,0.03,394,2388,100.0,39.11,23.4215,0.0007,0.0,60.0,445.0,536.06,1258.58,1041.36,3.91,5.71,138.01,1915.16,7998.41,0.94,36.6,129.88,2028.03,7864.08,8.3992,0.02,305,1915,84.93,10.38,6.2517,133
235,6,0.002,0.0,100.0,518.67,642.43,1584.1,1397.06,14.62,21.6,556.36,2388.03,9051.7,1.3,47.25,524.4,2388.02,8144.28,8.38,0.03,392,2388,100.0,39.2,23.4443,41.9998,0.84,100.0,518.67,642.43,1584.1,1397.06,14.62,21.6,556.36,2388.03,9051.7,1.3,47.25,524.4,2388.14,8144.28,10.8159,0.03,392,2388,100.0,39.2,23.4443,0.002,0.0,60.0,445.0,536.35,1253.92,1041.4,3.91,5.71,139.33,1915.39,8012.29,0.94,36.36,130.87,2028.32,7873.68,8.38,0.02,305,1915,84.93,10.56,6.455,193
236,49,35.0011,0.8406,100.0,449.44,555.22,1359.98,1109.51,5.48,7.97,193.84,2222.8,8338.44,1.02,41.79,181.87,2387.88,8060.77,9.3013,0.02,331,2223,100.0,14.6,8.9547,42.0072,0.8418,100.0,518.67,642.1,1588.37,1399.73,14.62,21.58,553.32,2388.0,9053.32,1.3,47.14,521.08,2388.06,8137.28,10.8852,0.03,392,2388,100.0,39.13,23.4782,0.002,0.0,60.0,445.0,535.98,1248.9,1031.45,3.91,5.69,136.98,1915.21,7998.66,0.93,36.29,129.63,2028.11,7860.76,8.3748,0.02,304,1915,84.93,10.47,6.2134,176
